,Country,Year,source,target,value,real deaths
194,Azerbaijan,2019,Noncommunicable diseases,Congenital anomalies,0.1219512195121951,0.5
195,Azerbaijan,2019,Injuries,Unintentional injuries,0.5853658536585364,2.4
196,Azerbaijan,2019,Injuries,Intentional injuries,0.17073170731707313,0.7
197,Bahamas,2019,All Causes,"Communicable, maternal, perinatal and nutritional conditions",2.2222222222222223,0.3
198,Bahamas,2019,All Causes,Noncommunicable diseases,14.814814814814817,2
199,Bahamas,2019,All Causes,Injuries,2.9629629629629637,0.4
200,Bahamas,2019,"Communicable, maternal, perinatal and nutritional conditions",Infectious and parasitic diseases,0.7692307692307692,0.1
201,Bahamas,2019,"Communicable, maternal, perinatal and nutritional conditions",Respiratory Infectious ,0.7692307692307692,0.1
202,Bahamas,2019,Noncommunicable diseases,Malignant neoplasms,3.0769230769230766,0.4
203,Bahamas,2019,Noncommunicable diseases,Diabetes mellitus,1.5384615384615383,0.2
204,Bahamas,2019,Noncommunicable diseases,"Endocrine, blood, immune disorders",0.7692307692307692,0.1
205,Bahamas,2019,Noncommunicable diseases,Neurological conditions,0.7692307692307692,0.1
206,Bahamas,2019,Noncommunicable diseases,Cardiovascular diseases,6.923076923076922,0.9
207,Bahamas,2019,Noncommunicable diseases,Respiratory diseases,0.7692307692307692,0.1
208,Bahamas,2019,Noncommunicable diseases,Digestive diseases,0.7692307692307692,0.1
209,Bahamas,2019,Noncommunicable diseases,Genitourinary diseases,0.7692307692307692,0.1
210,Bahamas,2019,Injuries,Unintentional injuries,1.5384615384615383,0.2
211,Bahamas,2019,Injuries,Intentional injuries,1.5384615384615383,0.2
212,Bahrain,2019,All Causes,"Communicable, maternal, perinatal and nutritional conditions",0.8695652173913043,0.2
213,Bahrain,2019,All Causes,Noncommunicable diseases,17.391304347826086,4
214,Bahrain,2019,All Causes,Injuries,1.7391304347826086,0.4
215,Bahrain,2019,"Communicable, maternal, perinatal and nutritional conditions",Infectious and parasitic diseases,0.42553191489361714,0.1
216,Bahrain,2019,"Communicable, maternal, perinatal and nutritional conditions",Respiratory Infectious ,0.42553191489361714,0.1
217,Bahrain,2019,"Communicable, maternal, perinatal and nutritional conditions",Neonatal conditions,0.42553191489361714,0.1
218,Bahrain,2019,Noncommunicable diseases,Malignant neoplasms,2.5531914893617027,0.6
219,Bahrain,2019,Noncommunicable diseases,Diabetes mellitus,2.9787234042553195,0.7
220,Bahrain,2019,Noncommunicable diseases,"Endocrine, blood, immune disorders",0.8510638297872343,0.2
221,Bahrain,2019,Noncommunicable diseases,Neurological conditions,0.8510638297872343,0.2
222,Bahrain,2019,Noncommunicable diseases,Cardiovascular diseases,5.957446808510639,1.4
223,Bahrain,2019,Noncommunicable diseases,Respiratory diseases,0.8510638297872343,0.2
224,Bahrain,2019,Noncommunicable diseases,Digestive diseases,1.2765957446808514,0.3
225,Bahrain,2019,Noncommunicable diseases,Genitourinary diseases,0.8510638297872343,0.2
226,Bahrain,2019,Noncommunicable diseases,Congenital anomalies,0.42553191489361714,0.1
227,Bahrain,2019,Injuries,Unintentional injuries,1.2765957446808514,0.3
228,Bahrain,2019,Injuries,Intentional injuries,0.8510638297872343,0.2
229,Bangladesh,2019,All Causes,"Communicable, maternal, perinatal and nutritional conditions",4.523449319213313,179.4
230,Bangladesh,2019,All Causes,Noncommunicable diseases,14.049420070600101,557.2
231,Bangladesh,2019,All Causes,Injuries,1.427130610186586,56.6
232,Bangladesh,2019,"Communicable, maternal, perinatal and nutritional conditions",Infectious and parasitic diseases,2.431580274940094,96.4
233,Bangladesh,2019,"Communicable, maternal, perinatal and nutritional conditions",Respiratory Infectious ,0.7491486946651533,29.7
234,Bangladesh,2019,"Communicable, maternal, perinatal and nutritional conditions",Maternal conditions,0.0983730609156262,3.9
235,Bangladesh,2019,"Communicable, maternal, perinatal and nutritional conditions",Neonatal conditions,1.1375961659730107,45.1
236,Bangladesh,2019,"Communicable, maternal, perinatal and nutritional conditions",Nutritional deficiencies,0.10594021944759746,4.2
237,Bangladesh,2019,Noncommunicable diseases,Malignant neoplasms,2.7594904779921814,109.4
239,Bangladesh,2019,Noncommunicable diseases,Diabetes mellitus,0.7314919914238871,29
240,Bangladesh,2019,Noncommunicable diseases,"Endocrine, blood, immune disorders",0.03279102030520874,1.3
241,Bangladesh,2019,Noncommunicable diseases,Mental and substance use disorders,0.08071635767435997,3.2
242,Bangladesh,2019,Noncommunicable diseases,Neurological conditions,0.5271787110606635,20.9
243,Bangladesh,2019,Noncommunicable diseases,Cardiovascular diseases,6.893681422625805,273.3
244,Bangladesh,2019,Noncommunicable diseases,Respiratory diseases,1.4705511413797454,58.3
245,Bangladesh,2019,Noncommunicable diseases,Digestive diseases,0.8576113002900746,34
246,Bangladesh,2019,Noncommunicable diseases,Genitourinary diseases,0.3556564510026486,14.1
247,Bangladesh,2019,Noncommunicable diseases,Skin diseases,0.02774624795056124,1.1
248,Bangladesh,2019,Noncommunicable diseases,Musculoskeletal diseases,0.04540295119182748,1.8
249,Bangladesh,2019,Noncommunicable diseases,Congenital anomalies,0.25476100390969864,10.1
251,Bangladesh,2019,Injuries,Unintentional injuries,1.1527304830369534,45.7
252,Bangladesh,2019,Injuries,Intentional injuries,0.2724177071509649,10.8
253,Barbados,2019,All Causes,"Communicable, maternal, perinatal and nutritional conditions",2.4242424242424243,0.4
254,Barbados,2019,All Causes,Noncommunicable diseases,16.96969696969697,2.8
255,Barbados,2019,All Causes,Injuries,0.6060606060606061,0.1
256,Barbados,2019,"Communicable, maternal, perinatal and nutritional conditions",Infectious and parasitic diseases,1.212121212121212,0.2
257,Barbados,2019,"Communicable, maternal, perinatal and nutritional conditions",Respiratory Infectious ,1.212121212121212,0.2
258,Barbados,2019,Noncommunicable diseases,Malignant neoplasms,4.242424242424241,0.7
259,Barbados,2019,Noncommunicable diseases,Diabetes mellitus,1.818181818181818,0.3
260,Barbados,2019,Noncommunicable diseases,"Endocrine, blood, immune disorders",0.606060606060606,0.1
261,Barbados,2019,Noncommunicable diseases,Neurological conditions,1.212121212121212,0.2
262,Barbados,2019,Noncommunicable diseases,Cardiovascular diseases,6.06060606060606,1
263,Barbados,2019,Noncommunicable diseases,Respiratory diseases,0.606060606060606,0.1
264,Barbados,2019,Noncommunicable diseases,Digestive diseases,0.606060606060606,0.1
265,Barbados,2019,Noncommunicable diseases,Genitourinary diseases,1.212121212121212,0.2
266,Barbados,2019,Noncommunicable diseases,Skin diseases,0.606060606060606,0.1
267,Barbados,2019,Injuries,Unintentional injuries,0.606060606060606,0.1
268,Belarus,2019,All Causes,"Communicable, maternal, perinatal and nutritional conditions",0.32702237521514627,1.9
269,Belarus,2019,All Causes,Noncommunicable diseases,18.537005163511186,107.7
270,Belarus,2019,All Causes,Injuries,1.135972461273666,6.6
271,Belarus,2019,"Communicable, maternal, perinatal and nutritional conditions",Infectious and parasitic diseases,0.10327022375215143,0.6
272,Belarus,2019,"Communicable, maternal, perinatal and nutritional conditions",Respiratory Infectious ,0.189328743545611,1.1
274,Belarus,2019,Noncommunicable diseases,Malignant neoplasms,3.2530120481927702,18.9
276,Belarus,2019,Noncommunicable diseases,Diabetes mellitus,0.06884681583476764,0.4
278,Belarus,2019,Noncommunicable diseases,Mental and substance use disorders,0.5335628227194491,3.1
279,Belarus,2019,Noncommunicable diseases,Neurological conditions,0.757314974182444,4.4
280,Belarus,2019,Noncommunicable diseases,Cardiovascular diseases,12.598967297762476,73.2
281,Belarus,2019,Noncommunicable diseases,Respiratory diseases,0.41308089500860573,2.4
282,Belarus,2019,Noncommunicable diseases,Digestive diseases,0.6712564543889844,3.9
283,Belarus,2019,Noncommunicable diseases,Genitourinary diseases,0.17211703958691907,1
284,Belarus,2019,Noncommunicable diseases,Congenital anomalies,0.03442340791738382,0.2
285,Belarus,2019,Injuries,Unintentional injuries,0.757314974182444,4.4
286,Belarus,2019,Injuries,Intentional injuries,0.3958691910499138,2.3
287,Belgium,2019,All Causes,"Communicable, maternal, perinatal and nutritional conditions",1.5724381625441695,8.9
288,Belgium,2019,All Causes,Noncommunicable diseases,17.208480565371023,97.4
289,Belgium,2019,All Causes,Injuries,1.2190812720848057,6.9
290,Belgium,2019,"Communicable, maternal, perinatal and nutritional conditions",Infectious and parasitic diseases,0.45895851721094444,2.6
291,Belgium,2019,"Communicable, maternal, perinatal and nutritional conditions",Respiratory Infectious ,1.0061782877316858,5.7
292,Belgium,2019,"Communicable, maternal, perinatal and nutritional conditions",Neonatal conditions,0.035304501323918804,0.2
293,Belgium,2019,"Communicable, maternal, perinatal and nutritional conditions",Nutritional deficiencies,0.088261253309797,0.5
294,Belgium,2019,Noncommunicable diseases,Malignant neoplasms,5.154457193292145,29.2
295,Belgium,2019,Noncommunicable diseases,Other neoplasms,0.31774051191526925,1.8
296,Belgium,2019,Noncommunicable diseases,Diabetes mellitus,0.22947925860547222,1.3
297,Belgium,2019,Noncommunicable diseases,"Endocrine, blood, immune disorders",0.2471315092674316,1.4
298,Belgium,2019,Noncommunicable diseases,Mental and substance use disorders,0.15887025595763463,0.9
299,Belgium,2019,Noncommunicable diseases,Neurological conditions,2.241835834068844,12.7
300,Belgium,2019,Noncommunicable diseases,Cardiovascular diseases,5.436893203883495,30.8
301,Belgium,2019,Noncommunicable diseases,Respiratory diseases,1.5533980582524274,8.8
302,Belgium,2019,Noncommunicable diseases,Digestive diseases,0.9002647837599294,5.1
303,Belgium,2019,Noncommunicable diseases,Genitourinary diseases,0.6884377758164166,3.9
304,Belgium,2019,Noncommunicable diseases,Skin diseases,0.07060900264783761,0.4
305,Belgium,2019,Noncommunicable diseases,Musculoskeletal diseases,0.1235657546337158,0.7
306,Belgium,2019,Noncommunicable diseases,Congenital anomalies,0.0529567519858782,0.3
307,Belgium,2019,Injuries,Unintentional injuries,0.8296557811120919,4.7
308,Belgium,2019,Injuries,Intentional injuries,0.4060017652250662,2.3
309,Belize,2019,All Causes,"Communicable, maternal, perinatal and nutritional conditions",3.1578947368421053,0.3
310,Belize,2019,All Causes,Noncommunicable diseases,12.631578947368421,1.2
311,Belize,2019,All Causes,Injuries,4.210526315789474,0.4
312,Belize,2019,"Communicable, maternal, perinatal and nutritional conditions",Infectious and parasitic diseases,1.1764705882352942,0.1
313,Belize,2019,"Communicable, maternal, perinatal and nutritional conditions",Respiratory Infectious ,1.1764705882352942,0.1
314,Belize,2019,Noncommunicable diseases,Malignant neoplasms,2.3529411764705883,0.2
315,Belize,2019,Noncommunicable diseases,Diabetes mellitus,1.1764705882352942,0.1
316,Belize,2019,Noncommunicable diseases,Neurological conditions,1.1764705882352942,0.1
317,Belize,2019,Noncommunicable diseases,Cardiovascular diseases,4.705882352941177,0.4
318,Belize,2019,Noncommunicable diseases,Respiratory diseases,1.1764705882352942,0.1
319,Belize,2019,Noncommunicable diseases,Digestive diseases,1.1764705882352942,0.1
320,Belize,2019,Noncommunicable diseases,Genitourinary diseases,1.1764705882352942,0.1
321,Belize,2019,Injuries,Unintentional injuries,2.3529411764705883,0.2
322,Belize,2019,Injuries,Intentional injuries,2.3529411764705883,0.2
323,Benin,2019,All Causes,"Communicable, maternal, perinatal and nutritional conditions",10.364025695931478,48.4
324,Benin,2019,All Causes,Noncommunicable diseases,7.794432548179872,36.4
325,Benin,2019,All Causes,Injuries,1.8415417558886509,8.6
326,Benin,2019,"Communicable, maternal, perinatal and nutritional conditions",Infectious and parasitic diseases,5.170940170940172,24.2
327,Benin,2019,"Communicable, maternal, perinatal and nutritional conditions",Respiratory Infectious ,2.1794871794871797,10.2
328,Benin,2019,"Communicable, maternal, perinatal and nutritional conditions",Maternal conditions,0.21367521367521372,1
329,Benin,2019,"Communicable, maternal, perinatal and nutritional conditions",Neonatal conditions,2.5641025641025648,12
330,Benin,2019,"Communicable, maternal, perinatal and nutritional conditions",Nutritional deficiencies,0.21367521367521372,1
331,Benin,2019,Noncommunicable diseases,Malignant neoplasms,1.260683760683761,5.9
332,Benin,2019,Noncommunicable diseases,Diabetes mellitus,0.40598290598290604,1.9
333,Benin,2019,Noncommunicable diseases,"Endocrine, blood, immune disorders",0.3205128205128206,1.5
334,Benin,2019,Noncommunicable diseases,Mental and substance use disorders,0.06410256410256411,0.3
335,Benin,2019,Noncommunicable diseases,Neurological conditions,0.3205128205128206,1.5
336,Benin,2019,Noncommunicable diseases,Cardiovascular diseases,2.9700854700854706,13.9
337,Benin,2019,Noncommunicable diseases,Respiratory diseases,0.49145299145299154,2.3
338,Benin,2019,Noncommunicable diseases,Digestive diseases,0.918803418803419,4.3
339,Benin,2019,Noncommunicable diseases,Genitourinary diseases,0.49145299145299154,2.3
340,Benin,2019,Noncommunicable diseases,Skin diseases,0.021367521367521375,0.1
341,Benin,2019,Noncommunicable diseases,Musculoskeletal diseases,0.021367521367521375,0.1
342,Benin,2019,Noncommunicable diseases,Congenital anomalies,0.49145299145299154,2.3
343,Benin,2019,Noncommunicable diseases,Sudden infant death syndrome,0.04273504273504275,0.2
344,Benin,2019,Injuries,Unintentional injuries,1.4743589743589747,6.9
345,Benin,2019,Injuries,Intentional injuries,0.3632478632478633,1.7
346,Bhutan,2019,All Causes,"Communicable, maternal, perinatal and nutritional conditions",3.555555555555556,0.8
347,Bhutan,2019,All Causes,Noncommunicable diseases,14.666666666666666,3.3
348,Bhutan,2019,All Causes,Injuries,1.777777777777778,0.4
349,Bhutan,2019,"Communicable, maternal, perinatal and nutritional conditions",Infectious and parasitic diseases,2.083333333333334,0.5
350,Bhutan,2019,"Communicable, maternal, perinatal and nutritional conditions",Respiratory Infectious ,0.8333333333333336,0.2
351,Bhutan,2019,"Communicable, maternal, perinatal and nutritional conditions",Neonatal conditions,0.8333333333333336,0.2
352,Bhutan,2019,Noncommunicable diseases,Malignant neoplasms,2.083333333333334,0.5
353,Bhutan,2019,Noncommunicable diseases,Diabetes mellitus,0.8333333333333336,0.2
354,Bhutan,2019,Noncommunicable diseases,Neurological conditions,0.8333333333333336,0.2
355,Bhutan,2019,Noncommunicable diseases,Cardiovascular diseases,5.416666666666669,1.3
356,Bhutan,2019,Noncommunicable diseases,Respiratory diseases,2.5000000000000004,0.6
357,Bhutan,2019,Noncommunicable diseases,Digestive diseases,1.2500000000000002,0.3
358,Bhutan,2019,Noncommunicable diseases,Genitourinary diseases,0.8333333333333336,0.2
359,Bhutan,2019,Noncommunicable diseases,Congenital anomalies,0.4166666666666668,0.1
360,Bhutan,2019,Injuries,Unintentional injuries,1.6666666666666672,0.4
361,Bhutan,2019,Injuries,Intentional injuries,0.4166666666666668,0.1
362,Bolivia,2019,All Causes,"Communicable, maternal, perinatal and nutritional conditions",3.7268518518518516,16.1
363,Bolivia,2019,All Causes,Noncommunicable diseases,14.537037037037035,62.8
364,Bolivia,2019,All Causes,Injuries,1.736111111111111,7.5
365,Bolivia,2019,"Communicable, maternal, perinatal and nutritional conditions",Infectious and parasitic diseases,0.8574739281575899,3.7
366,Bolivia,2019,"Communicable, maternal, perinatal and nutritional conditions",Respiratory Infectious ,1.877172653534183,8.1
367,Bolivia,2019,"Communicable, maternal, perinatal and nutritional conditions",Maternal conditions,0.046349942062572425,0.2
368,Bolivia,2019,"Communicable, maternal, perinatal and nutritional conditions",Neonatal conditions,0.6720741599073001,2.9
369,Bolivia,2019,"Communicable, maternal, perinatal and nutritional conditions",Nutritional deficiencies,0.25492468134414836,1.1
370,Bolivia,2019,Noncommunicable diseases,Malignant neoplasms,2.3870220162224802,10.3
371,Bolivia,2019,Noncommunicable diseases,Diabetes mellitus,1.1355735805330245,4.9
372,Bolivia,2019,Noncommunicable diseases,"Endocrine, blood, immune disorders",0.09269988412514485,0.4
373,Bolivia,2019,Noncommunicable diseases,Mental and substance use disorders,0.13904982618771727,0.6
374,Bolivia,2019,Noncommunicable diseases,Neurological conditions,0.8574739281575899,3.7
375,Bolivia,2019,Noncommunicable diseases,Cardiovascular diseases,5.1911935110081115,22.4
376,Bolivia,2019,Noncommunicable diseases,Respiratory diseases,1.2282734646581692,5.3
377,Bolivia,2019,Noncommunicable diseases,Digestive diseases,1.6917728852838934,7.3
378,Bolivia,2019,Noncommunicable diseases,Genitourinary diseases,1.5063731170336039,6.5
379,Bolivia,2019,Noncommunicable diseases,Skin diseases,0.023174971031286212,0.1
380,Bolivia,2019,Noncommunicable diseases,Musculoskeletal diseases,0.046349942062572425,0.2
381,Bolivia,2019,Noncommunicable diseases,Congenital anomalies,0.25492468134414836,1.1
382,Bolivia,2019,Injuries,Unintentional injuries,1.3209733487833142,5.7
383,Bolivia,2019,Injuries,Intentional injuries,0.4171494785631518,1.8
384,Bosnia and Herzegovina,2019,All Causes,"Communicable, maternal, perinatal and nutritional conditions",0.37037037037037035,0.7
385,Bosnia and Herzegovina,2019,All Causes,Noncommunicable diseases,18.88888888888889,35.7
386,Bosnia and Herzegovina,2019,All Causes,Injuries,0.7407407407407407,1.4
387,Bosnia and Herzegovina,2019,"Communicable, maternal, perinatal and nutritional conditions",Infectious and parasitic diseases,0.10582010582010584,0.2
388,Bosnia and Herzegovina,2019,"Communicable, maternal, perinatal and nutritional conditions",Respiratory Infectious ,0.21164021164021168,0.4
389,Bosnia and Herzegovina,2019,"Communicable, maternal, perinatal and nutritional conditions",Neonatal conditions,0.05291005291005292,0.1
390,Bosnia and Herzegovina,2019,Noncommunicable diseases,Malignant neoplasms,4.4444444444444455,8.4
391,Bosnia and Herzegovina,2019,Noncommunicable diseases,Diabetes mellitus,1.26984126984127,2.4
392,Bosnia and Herzegovina,2019,Noncommunicable diseases,"Endocrine, blood, immune disorders",0.05291005291005292,0.1
393,Bosnia and Herzegovina,2019,Noncommunicable diseases,Mental and substance use disorders,0.05291005291005292,0.1
394,Bosnia and Herzegovina,2019,Noncommunicable diseases,Neurological conditions,0.8465608465608467,1.6
395,Bosnia and Herzegovina,2019,Noncommunicable diseases,Cardiovascular diseases,10.423280423280424,19.7
396,Bosnia and Herzegovina,2019,Noncommunicable diseases,Respiratory diseases,0.687830687830688,1.3
397,Bosnia and Herzegovina,2019,Noncommunicable diseases,Digestive diseases,0.687830687830688,1.3
398,Bosnia and Herzegovina,2019,Noncommunicable diseases,Genitourinary diseases,0.3703703703703704,0.7
399,Bosnia and Herzegovina,2019,Noncommunicable diseases,Congenital anomalies,0.05291005291005292,0.1
400,Bosnia and Herzegovina,2019,Injuries,Unintentional injuries,0.5291005291005292,1
401,Bosnia and Herzegovina,2019,Injuries,Intentional injuries,0.21164021164021168,0.4
402,Botswana,2019,All Causes,"Communicable, maternal, perinatal and nutritional conditions",9.029126213592233,9.3
403,Botswana,2019,All Causes,Noncommunicable diseases,9.12621359223301,9.4
404,Botswana,2019,All Causes,Injuries,1.844660194174757,1.9
405,Botswana,2019,"Communicable, maternal, perinatal and nutritional conditions",Infectious and parasitic diseases,6.153846153846153,6.4
406,Botswana,2019,"Communicable, maternal, perinatal and nutritional conditions",Respiratory Infectious ,1.6346153846153844,1.7
407,Botswana,2019,"Communicable, maternal, perinatal and nutritional conditions",Maternal conditions,0.09615384615384615,0.1
408,Botswana,2019,"Communicable, maternal, perinatal and nutritional conditions",Neonatal conditions,0.8653846153846153,0.9
409,Botswana,2019,"Communicable, maternal, perinatal and nutritional conditions",Nutritional deficiencies,0.1923076923076923,0.2
410,Botswana,2019,Noncommunicable diseases,Malignant neoplasms,0.9615384615384615,1
411,Botswana,2019,Noncommunicable diseases,Diabetes mellitus,1.25,1.3
412,Botswana,2019,Noncommunicable diseases,"Endocrine, blood, immune disorders",0.09615384615384615,0.1
413,Botswana,2019,Noncommunicable diseases,Mental and substance use disorders,0.09615384615384615,0.1
414,Botswana,2019,Noncommunicable diseases,Neurological conditions,0.28846153846153844,0.3
415,Botswana,2019,Noncommunicable diseases,Cardiovascular diseases,3.9423076923076916,4.1
416,Botswana,2019,Noncommunicable diseases,Respiratory diseases,0.7692307692307692,0.8
417,Botswana,2019,Noncommunicable diseases,Digestive diseases,0.8653846153846153,0.9
418,Botswana,2019,Noncommunicable diseases,Genitourinary diseases,0.5769230769230769,0.6
419,Botswana,2019,Noncommunicable diseases,Congenital anomalies,0.28846153846153844,0.3
420,Botswana,2019,Injuries,Unintentional injuries,1.1538461538461537,1.2
421,Botswana,2019,Injuries,Intentional injuries,0.7692307692307692,0.8
422,Brazil,2019,All Causes,"Communicable, maternal, perinatal and nutritional conditions",2.7411833284756635,188.1
423,Brazil,2019,All Causes,Noncommunicable diseases,14.947537161177502,1025.7
424,Brazil,2019,All Causes,Injuries,2.311279510346838,158.6
425,Brazil,2019,"Communicable, maternal, perinatal and nutritional conditions",Infectious and parasitic diseases,0.9137277761585543,62.7
426,Brazil,2019,"Communicable, maternal, perinatal and nutritional conditions",Respiratory Infectious ,1.3858933255610606,95.1
427,Brazil,2019,"Communicable, maternal, perinatal and nutritional conditions",Maternal conditions,0.021859516176041968,1.5
428,Brazil,2019,"Communicable, maternal, perinatal and nutritional conditions",Neonatal conditions,0.2798018070533372,19.2
429,Brazil,2019,"Communicable, maternal, perinatal and nutritional conditions",Nutritional deficiencies,0.1413582046050714,9.7
430,Brazil,2019,Noncommunicable diseases,Malignant neoplasms,3.584960652870883,246
431,Brazil,2019,Noncommunicable diseases,Other neoplasms,0.0684931506849315,4.7
432,Brazil,2019,Noncommunicable diseases,Diabetes mellitus,0.8685514427280675,59.6
433,Brazil,2019,Noncommunicable diseases,"Endocrine, blood, immune disorders",0.24628388225007283,16.9
434,Brazil,2019,Noncommunicable diseases,Mental and substance use disorders,0.15155931215389098,10.4
435,Brazil,2019,Noncommunicable diseases,Neurological conditions,0.7388516467502185,50.7
437,Brazil,2019,Noncommunicable diseases,Cardiovascular diseases,5.558146313028271,381.4
438,Brazil,2019,Noncommunicable diseases,Respiratory diseases,1.3217720781113378,90.7
439,Brazil,2019,Noncommunicable diseases,Digestive diseases,1.074030894782862,73.7
440,Brazil,2019,Noncommunicable diseases,Genitourinary diseases,0.944331098805013,64.8
441,Brazil,2019,Noncommunicable diseases,Skin diseases,0.10492567764500145,7.2
442,Brazil,2019,Noncommunicable diseases,Musculoskeletal diseases,0.09909647333139025,6.8
443,Brazil,2019,Noncommunicable diseases,Congenital anomalies,0.17924803264354414,12.3
446,Brazil,2019,Injuries,Unintentional injuries,1.081317400174876,74.2
447,Brazil,2019,Injuries,Intentional injuries,1.2299621101719616,84.4
448,Brunei Darussalam,2019,All Causes,"Communicable, maternal, perinatal and nutritional conditions",1.8181818181818181,0.2
449,Brunei Darussalam,2019,All Causes,Noncommunicable diseases,17.27272727272727,1.9
450,Brunei Darussalam,2019,All Causes,Injuries,0.9090909090909091,0.1
451,Brunei Darussalam,2019,"Communicable, maternal, perinatal and nutritional conditions",Infectious and parasitic diseases,0.9523809523809524,0.1
452,Brunei Darussalam,2019,"Communicable, maternal, perinatal and nutritional conditions",Respiratory Infectious ,0.9523809523809524,0.1
453,Brunei Darussalam,2019,Noncommunicable diseases,Malignant neoplasms,3.8095238095238098,0.4
454,Brunei Darussalam,2019,Noncommunicable diseases,Diabetes mellitus,1.9047619047619049,0.2
455,Brunei Darussalam,2019,Noncommunicable diseases,"Endocrine, blood, immune disorders",0.9523809523809524,0.1
456,Brunei Darussalam,2019,Noncommunicable diseases,Neurological conditions,0.9523809523809524,0.1
457,Brunei Darussalam,2019,Noncommunicable diseases,Cardiovascular diseases,6.666666666666666,0.7
458,Brunei Darussalam,2019,Noncommunicable diseases,Respiratory diseases,0.9523809523809524,0.1
459,Brunei Darussalam,2019,Noncommunicable diseases,Digestive diseases,0.9523809523809524,0.1
460,Brunei Darussalam,2019,Noncommunicable diseases,Genitourinary diseases,0.9523809523809524,0.1
461,Brunei Darussalam,2019,Injuries,Unintentional injuries,0.9523809523809524,0.1
462,Bulgaria,2019,All Causes,"Communicable, maternal, perinatal and nutritional conditions",0.45197740112994345,2.4
463,Bulgaria,2019,All Causes,Noncommunicable diseases,19.05838041431262,101.2
464,Bulgaria,2019,All Causes,Injuries,0.4896421845574388,2.6
465,Bulgaria,2019,"Communicable, maternal, perinatal and nutritional conditions",Infectious and parasitic diseases,0.13195098963242222,0.7
466,Bulgaria,2019,"Communicable, maternal, perinatal and nutritional conditions",Respiratory Infectious ,0.26390197926484443,1.4
467,Bulgaria,2019,"Communicable, maternal, perinatal and nutritional conditions",Neonatal conditions,0.037700282752120645,0.2
468,Bulgaria,2019,Noncommunicable diseases,Malignant neoplasms,3.2422243166823748,17.2
470,Bulgaria,2019,Noncommunicable diseases,Diabetes mellitus,0.24505183788878418,1.3
473,Bulgaria,2019,Noncommunicable diseases,Neurological conditions,0.1696512723845429,0.9
474,Bulgaria,2019,Noncommunicable diseases,Cardiovascular diseases,12.98774740810556,68.9
475,Bulgaria,2019,Noncommunicable diseases,Respiratory diseases,1.1875589066918002,6.3
476,Bulgaria,2019,Noncommunicable diseases,Digestive diseases,0.7540056550424128,4
477,Bulgaria,2019,Noncommunicable diseases,Genitourinary diseases,0.35815268614514606,1.9
479,Bulgaria,2019,Noncommunicable diseases,Congenital anomalies,0.037700282752120645,0.2
480,Bulgaria,2019,Injuries,Unintentional injuries,0.35815268614514606,1.9
481,Bulgaria,2019,Injuries,Intentional injuries,0.15080113100848258,0.8
482,Burkina Faso,2019,All Causes,"Communicable, maternal, perinatal and nutritional conditions",10.822909809084923,82.2
483,Burkina Faso,2019,All Causes,Noncommunicable diseases,6.95194206714944,52.8
484,Burkina Faso,2019,All Causes,Injuries,2.225148123765635,16.9
485,Burkina Faso,2019,"Communicable, maternal, perinatal and nutritional conditions",Infectious and parasitic diseases,5.595786701777487,42.5
486,Burkina Faso,2019,"Communicable, maternal, perinatal and nutritional conditions",Respiratory Infectious ,2.225148123765636,16.9
487,Burkina Faso,2019,"Communicable, maternal, perinatal and nutritional conditions",Maternal conditions,0.18433179723502308,1.4
488,Burkina Faso,2019,"Communicable, maternal, perinatal and nutritional conditions",Neonatal conditions,2.4226464779460177,18.4
489,Burkina Faso,2019,"Communicable, maternal, perinatal and nutritional conditions",Nutritional deficiencies,0.3949967083607638,3
490,Burkina Faso,2019,Noncommunicable diseases,Malignant neoplasms,1.2508229098090853,9.5
491,Burkina Faso,2019,Noncommunicable diseases,Diabetes mellitus,0.34233048057932863,2.6
492,Burkina Faso,2019,Noncommunicable diseases,"Endocrine, blood, immune disorders",0.631994733377222,4.8
493,Burkina Faso,2019,Noncommunicable diseases,Mental and substance use disorders,0.039499670836076375,0.3
494,Burkina Faso,2019,Noncommunicable diseases,Neurological conditions,0.22383146807109947,1.7
495,Burkina Faso,2019,Noncommunicable diseases,Cardiovascular diseases,2.5016458196181706,19
496,Burkina Faso,2019,Noncommunicable diseases,Respiratory diseases,0.3028308097432522,2.3
497,Burkina Faso,2019,Noncommunicable diseases,Digestive diseases,0.7241606319947336,5.5
498,Burkina Faso,2019,Noncommunicable diseases,Genitourinary diseases,0.40816326530612257,3.1
499,Burkina Faso,2019,Noncommunicable diseases,Skin diseases,0.026333113890717588,0.2
501,Burkina Faso,2019,Noncommunicable diseases,Congenital anomalies,0.4608294930875577,3.5
502,Burkina Faso,2019,Noncommunicable diseases,Sudden infant death syndrome,0.026333113890717588,0.2
503,Burkina Faso,2019,Injuries,Unintentional injuries,1.6589861751152077,12.6
504,Burkina Faso,2019,Injuries,Intentional injuries,0.566161948650428,4.3
505,Burundi,2019,All Causes,"Communicable, maternal, perinatal and nutritional conditions",10.234375,39.3
506,Burundi,2019,All Causes,Noncommunicable diseases,7.34375,28.2
507,Burundi,2019,All Causes,Injuries,2.4218750000000004,9.3
508,Burundi,2019,"Communicable, maternal, perinatal and nutritional conditions",Infectious and parasitic diseases,4.909090909090909,18.9
509,Burundi,2019,"Communicable, maternal, perinatal and nutritional conditions",Respiratory Infectious ,2.077922077922078,8
