,Country,Year,source,target,value
1463,Finland,2019,Noncommunicable diseases,"Endocrine, blood, immune disorders",0.3
1464,Finland,2019,Noncommunicable diseases,Mental and substance use disorders,0.9
1465,Finland,2019,Noncommunicable diseases,Neurological conditions,12.7
1466,Finland,2019,Noncommunicable diseases,Sense organ diseases,0.0
1467,Finland,2019,Noncommunicable diseases,Cardiovascular diseases,18.9
1468,Finland,2019,Noncommunicable diseases,Respiratory diseases,1.8
1469,Finland,2019,Noncommunicable diseases,Digestive diseases,2.3
1470,Finland,2019,Noncommunicable diseases,Genitourinary diseases,0.4
1471,Finland,2019,Noncommunicable diseases,Skin diseases,0.0
1472,Finland,2019,Noncommunicable diseases,Musculoskeletal diseases,0.2
1473,Finland,2019,Noncommunicable diseases,Congenital anomalies,0.2
1474,Finland,2019,Noncommunicable diseases,Oral conditions,0.0
1475,France,2019,All Causes,"Communicable, maternal, perinatal and nutritional conditions",38.1
1476,France,2019,All Causes,Noncommunicable diseases,521.7
1477,France,2019,All Causes,Injuries,38
1479,France,2019,"Communicable, maternal, perinatal and nutritional conditions",Infectious and parasitic diseases,11.3
1480,France,2019,"Communicable, maternal, perinatal and nutritional conditions",Respiratory Infectious ,19.8
1481,France,2019,"Communicable, maternal, perinatal and nutritional conditions",Maternal conditions,0.1
1482,France,2019,"Communicable, maternal, perinatal and nutritional conditions",Neonatal conditions,1.6
1483,France,2019,"Communicable, maternal, perinatal and nutritional conditions",Nutritional deficiencies,5.3
1485,France,2019,Noncommunicable diseases,Malignant neoplasms,182.1
1486,France,2019,Noncommunicable diseases,Other neoplasms,8.8
1487,France,2019,Noncommunicable diseases,Diabetes mellitus,10.9
1488,France,2019,Noncommunicable diseases,"Endocrine, blood, immune disorders",8.1
1489,France,2019,Noncommunicable diseases,Mental and substance use disorders,6.1
1490,France,2019,Noncommunicable diseases,Neurological conditions,71.6
1491,France,2019,Noncommunicable diseases,Sense organ diseases,0.1
1492,France,2019,Noncommunicable diseases,Cardiovascular diseases,148.6
1493,France,2019,Noncommunicable diseases,Respiratory diseases,35.4
1494,France,2019,Noncommunicable diseases,Digestive diseases,26.6
1495,France,2019,Noncommunicable diseases,Genitourinary diseases,14.7
1496,France,2019,Noncommunicable diseases,Skin diseases,1.6
1497,France,2019,Noncommunicable diseases,Musculoskeletal diseases,4.9
1498,France,2019,Noncommunicable diseases,Congenital anomalies,2
1499,France,2019,Noncommunicable diseases,Oral conditions,0.1
1500,Gabon,2019,All Causes,"Communicable, maternal, perinatal and nutritional conditions",6.6
1501,Gabon,2019,All Causes,Noncommunicable diseases,6.5
1502,Gabon,2019,All Causes,Injuries,1.3
1504,Gabon,2019,"Communicable, maternal, perinatal and nutritional conditions",Infectious and parasitic diseases,4.3
1505,Gabon,2019,"Communicable, maternal, perinatal and nutritional conditions",Respiratory Infectious ,1
1506,Gabon,2019,"Communicable, maternal, perinatal and nutritional conditions",Maternal conditions,0.1
1507,Gabon,2019,"Communicable, maternal, perinatal and nutritional conditions",Neonatal conditions,1.1
1508,Gabon,2019,"Communicable, maternal, perinatal and nutritional conditions",Nutritional deficiencies,0.1
1510,Gabon,2019,Noncommunicable diseases,Malignant neoplasms,1
1511,Gabon,2019,Noncommunicable diseases,Other neoplasms,0.0
1512,Gabon,2019,Noncommunicable diseases,Diabetes mellitus,0.6
1513,Gabon,2019,Noncommunicable diseases,"Endocrine, blood, immune disorders",0.1
1514,Gabon,2019,Noncommunicable diseases,Mental and substance use disorders,0.1
1515,Gabon,2019,Noncommunicable diseases,Neurological conditions,0.3
1516,Gabon,2019,Noncommunicable diseases,Sense organ diseases,0.0
1517,Gabon,2019,Noncommunicable diseases,Cardiovascular diseases,2.6
1518,Gabon,2019,Noncommunicable diseases,Respiratory diseases,0.3
1519,Gabon,2019,Noncommunicable diseases,Digestive diseases,0.6
1520,Gabon,2019,Noncommunicable diseases,Genitourinary diseases,0.5
1521,Gabon,2019,Noncommunicable diseases,Skin diseases,0.0
1522,Gabon,2019,Noncommunicable diseases,Musculoskeletal diseases,0.0
1523,Gabon,2019,Noncommunicable diseases,Congenital anomalies,0.3
1524,Gabon,2019,Noncommunicable diseases,Oral conditions,0.0
1525,Gambia,2019,All Causes,"Communicable, maternal, perinatal and nutritional conditions",7.4
1526,Gambia,2019,All Causes,Noncommunicable diseases,5.3
1527,Gambia,2019,All Causes,Injuries,1.5
1529,Gambia,2019,"Communicable, maternal, perinatal and nutritional conditions",Infectious and parasitic diseases,3.6
1530,Gambia,2019,"Communicable, maternal, perinatal and nutritional conditions",Respiratory Infectious ,1.3
1531,Gambia,2019,"Communicable, maternal, perinatal and nutritional conditions",Maternal conditions,0.3
1532,Gambia,2019,"Communicable, maternal, perinatal and nutritional conditions",Neonatal conditions,2
1533,Gambia,2019,"Communicable, maternal, perinatal and nutritional conditions",Nutritional deficiencies,0.1
1535,Gambia,2019,Noncommunicable diseases,Malignant neoplasms,0.7
1536,Gambia,2019,Noncommunicable diseases,Other neoplasms,0.0
1537,Gambia,2019,Noncommunicable diseases,Diabetes mellitus,0.3
1538,Gambia,2019,Noncommunicable diseases,"Endocrine, blood, immune disorders",0.2
1539,Gambia,2019,Noncommunicable diseases,Mental and substance use disorders,0.0
1540,Gambia,2019,Noncommunicable diseases,Neurological conditions,0.2
1541,Gambia,2019,Noncommunicable diseases,Sense organ diseases,0.0
1542,Gambia,2019,Noncommunicable diseases,Cardiovascular diseases,2.2
1543,Gambia,2019,Noncommunicable diseases,Respiratory diseases,0.4
1544,Gambia,2019,Noncommunicable diseases,Digestive diseases,0.6
1545,Gambia,2019,Noncommunicable diseases,Genitourinary diseases,0.3
1546,Gambia,2019,Noncommunicable diseases,Skin diseases,0.0
1547,Gambia,2019,Noncommunicable diseases,Musculoskeletal diseases,0.0
1548,Gambia,2019,Noncommunicable diseases,Congenital anomalies,0.4
1549,Gambia,2019,Noncommunicable diseases,Oral conditions,0.0
1550,Georgia,2019,All Causes,"Communicable, maternal, perinatal and nutritional conditions",1.5
1551,Georgia,2019,All Causes,Noncommunicable diseases,49.8
1552,Georgia,2019,All Causes,Injuries,2.1
1554,Georgia,2019,"Communicable, maternal, perinatal and nutritional conditions",Infectious and parasitic diseases,0.4
1555,Georgia,2019,"Communicable, maternal, perinatal and nutritional conditions",Respiratory Infectious ,0.9
1556,Georgia,2019,"Communicable, maternal, perinatal and nutritional conditions",Maternal conditions,0.0
1557,Georgia,2019,"Communicable, maternal, perinatal and nutritional conditions",Neonatal conditions,0.2
1558,Georgia,2019,"Communicable, maternal, perinatal and nutritional conditions",Nutritional deficiencies,0.0
1560,Georgia,2019,Noncommunicable diseases,Malignant neoplasms,6.3
1561,Georgia,2019,Noncommunicable diseases,Other neoplasms,0.0
1562,Georgia,2019,Noncommunicable diseases,Diabetes mellitus,1.6
1563,Georgia,2019,Noncommunicable diseases,"Endocrine, blood, immune disorders",0.1
1564,Georgia,2019,Noncommunicable diseases,Mental and substance use disorders,0.1
1565,Georgia,2019,Noncommunicable diseases,Neurological conditions,2.3
1566,Georgia,2019,Noncommunicable diseases,Sense organ diseases,0.0
1567,Georgia,2019,Noncommunicable diseases,Cardiovascular diseases,34.2
1568,Georgia,2019,Noncommunicable diseases,Respiratory diseases,1.4
1569,Georgia,2019,Noncommunicable diseases,Digestive diseases,2.5
1570,Georgia,2019,Noncommunicable diseases,Genitourinary diseases,0.9
1571,Georgia,2019,Noncommunicable diseases,Skin diseases,0.0
1572,Georgia,2019,Noncommunicable diseases,Musculoskeletal diseases,0.0
1573,Georgia,2019,Noncommunicable diseases,Congenital anomalies,0.2
1574,Georgia,2019,Noncommunicable diseases,Oral conditions,0.0
1575,Germany,2019,All Causes,"Communicable, maternal, perinatal and nutritional conditions",40.2
1576,Germany,2019,All Causes,Noncommunicable diseases,765.9
1577,Germany,2019,All Causes,Injuries,39.2
1579,Germany,2019,"Communicable, maternal, perinatal and nutritional conditions",Infectious and parasitic diseases,16.2
1580,Germany,2019,"Communicable, maternal, perinatal and nutritional conditions",Respiratory Infectious ,20.9
1581,Germany,2019,"Communicable, maternal, perinatal and nutritional conditions",Maternal conditions,0.0
1582,Germany,2019,"Communicable, maternal, perinatal and nutritional conditions",Neonatal conditions,1.5
1583,Germany,2019,"Communicable, maternal, perinatal and nutritional conditions",Nutritional deficiencies,1.6
1585,Germany,2019,Noncommunicable diseases,Malignant neoplasms,228.8
1586,Germany,2019,Noncommunicable diseases,Other neoplasms,8.2
1587,Germany,2019,Noncommunicable diseases,Diabetes mellitus,15.6
1588,Germany,2019,Noncommunicable diseases,"Endocrine, blood, immune disorders",10.7
1589,Germany,2019,Noncommunicable diseases,Mental and substance use disorders,8.7
1590,Germany,2019,Noncommunicable diseases,Neurological conditions,78.2
1591,Germany,2019,Noncommunicable diseases,Sense organ diseases,0.0
1592,Germany,2019,Noncommunicable diseases,Cardiovascular diseases,284.9
1593,Germany,2019,Noncommunicable diseases,Respiratory diseases,54.1
1594,Germany,2019,Noncommunicable diseases,Digestive diseases,39.5
1595,Germany,2019,Noncommunicable diseases,Genitourinary diseases,28.7
1596,Germany,2019,Noncommunicable diseases,Skin diseases,1.5
1597,Germany,2019,Noncommunicable diseases,Musculoskeletal diseases,4.6
1598,Germany,2019,Noncommunicable diseases,Congenital anomalies,2.3
1599,Germany,2019,Noncommunicable diseases,Oral conditions,0.1
1600,Ghana,2019,All Causes,"Communicable, maternal, perinatal and nutritional conditions",86
1601,Ghana,2019,All Causes,Noncommunicable diseases,86.3
1602,Ghana,2019,All Causes,Injuries,17.8
1604,Ghana,2019,"Communicable, maternal, perinatal and nutritional conditions",Infectious and parasitic diseases,48.6
1605,Ghana,2019,"Communicable, maternal, perinatal and nutritional conditions",Respiratory Infectious ,16.3
1606,Ghana,2019,"Communicable, maternal, perinatal and nutritional conditions",Maternal conditions,2
1607,Ghana,2019,"Communicable, maternal, perinatal and nutritional conditions",Neonatal conditions,17.2
1608,Ghana,2019,"Communicable, maternal, perinatal and nutritional conditions",Nutritional deficiencies,2
1610,Ghana,2019,Noncommunicable diseases,Malignant neoplasms,15.4
1611,Ghana,2019,Noncommunicable diseases,Other neoplasms,0.0
1612,Ghana,2019,Noncommunicable diseases,Diabetes mellitus,5.9
1613,Ghana,2019,Noncommunicable diseases,"Endocrine, blood, immune disorders",2
1614,Ghana,2019,Noncommunicable diseases,Mental and substance use disorders,0.9
1615,Ghana,2019,Noncommunicable diseases,Neurological conditions,2.4
1616,Ghana,2019,Noncommunicable diseases,Sense organ diseases,0.0
1617,Ghana,2019,Noncommunicable diseases,Cardiovascular diseases,35.1
1618,Ghana,2019,Noncommunicable diseases,Respiratory diseases,5.6
1619,Ghana,2019,Noncommunicable diseases,Digestive diseases,9.9
1620,Ghana,2019,Noncommunicable diseases,Genitourinary diseases,4.6
1621,Ghana,2019,Noncommunicable diseases,Skin diseases,0.3
1622,Ghana,2019,Noncommunicable diseases,Musculoskeletal diseases,0.1
1623,Ghana,2019,Noncommunicable diseases,Congenital anomalies,3.9
1624,Ghana,2019,Noncommunicable diseases,Oral conditions,0.0
1625,Greece,2019,All Causes,"Communicable, maternal, perinatal and nutritional conditions",16.1
1626,Greece,2019,All Causes,Noncommunicable diseases,104.5
1627,Greece,2019,All Causes,Injuries,4.9
1629,Greece,2019,"Communicable, maternal, perinatal and nutritional conditions",Infectious and parasitic diseases,7.6
1630,Greece,2019,"Communicable, maternal, perinatal and nutritional conditions",Respiratory Infectious ,8.3
1631,Greece,2019,"Communicable, maternal, perinatal and nutritional conditions",Maternal conditions,0.0
1632,Greece,2019,"Communicable, maternal, perinatal and nutritional conditions",Neonatal conditions,0.2
1633,Greece,2019,"Communicable, maternal, perinatal and nutritional conditions",Nutritional deficiencies,0.1
1635,Greece,2019,Noncommunicable diseases,Malignant neoplasms,30.9
1636,Greece,2019,Noncommunicable diseases,Other neoplasms,0.7
1637,Greece,2019,Noncommunicable diseases,Diabetes mellitus,1.3
1638,Greece,2019,Noncommunicable diseases,"Endocrine, blood, immune disorders",0.5
1639,Greece,2019,Noncommunicable diseases,Mental and substance use disorders,0.3
1640,Greece,2019,Noncommunicable diseases,Neurological conditions,8.2
1641,Greece,2019,Noncommunicable diseases,Sense organ diseases,0.0
1642,Greece,2019,Noncommunicable diseases,Cardiovascular diseases,42.3
1643,Greece,2019,Noncommunicable diseases,Respiratory diseases,9.9
1644,Greece,2019,Noncommunicable diseases,Digestive diseases,4
1645,Greece,2019,Noncommunicable diseases,Genitourinary diseases,6
1646,Greece,2019,Noncommunicable diseases,Skin diseases,0.1
1647,Greece,2019,Noncommunicable diseases,Musculoskeletal diseases,0.3
1648,Greece,2019,Noncommunicable diseases,Congenital anomalies,0.2
1649,Greece,2019,Noncommunicable diseases,Oral conditions,0.0
1650,Grenada,2019,All Causes,"Communicable, maternal, perinatal and nutritional conditions",0.1
1651,Grenada,2019,All Causes,Noncommunicable diseases,0.8
1652,Grenada,2019,All Causes,Injuries,0.1
1654,Grenada,2019,"Communicable, maternal, perinatal and nutritional conditions",Infectious and parasitic diseases,0.0
1655,Grenada,2019,"Communicable, maternal, perinatal and nutritional conditions",Respiratory Infectious ,0.1
1656,Grenada,2019,"Communicable, maternal, perinatal and nutritional conditions",Maternal conditions,0.0
1657,Grenada,2019,"Communicable, maternal, perinatal and nutritional conditions",Neonatal conditions,0.0
1658,Grenada,2019,"Communicable, maternal, perinatal and nutritional conditions",Nutritional deficiencies,0.0
1660,Grenada,2019,Noncommunicable diseases,Malignant neoplasms,0.2
1661,Grenada,2019,Noncommunicable diseases,Other neoplasms,0.0
1662,Grenada,2019,Noncommunicable diseases,Diabetes mellitus,0.1
1663,Grenada,2019,Noncommunicable diseases,"Endocrine, blood, immune disorders",0.0
1664,Grenada,2019,Noncommunicable diseases,Mental and substance use disorders,0.0
1665,Grenada,2019,Noncommunicable diseases,Neurological conditions,0.0
1666,Grenada,2019,Noncommunicable diseases,Sense organ diseases,0.0
1667,Grenada,2019,Noncommunicable diseases,Cardiovascular diseases,0.3
1668,Grenada,2019,Noncommunicable diseases,Respiratory diseases,0.0
1669,Grenada,2019,Noncommunicable diseases,Digestive diseases,0.0
1670,Grenada,2019,Noncommunicable diseases,Genitourinary diseases,0.1
1671,Grenada,2019,Noncommunicable diseases,Skin diseases,0.0
1672,Grenada,2019,Noncommunicable diseases,Musculoskeletal diseases,0.0
1673,Grenada,2019,Noncommunicable diseases,Congenital anomalies,0.0
1674,Grenada,2019,Noncommunicable diseases,Oral conditions,0.0
1675,Guatemala,2019,All Causes,"Communicable, maternal, perinatal and nutritional conditions",21.2
1676,Guatemala,2019,All Causes,Noncommunicable diseases,58.6
1677,Guatemala,2019,All Causes,Injuries,15.3
1679,Guatemala,2019,"Communicable, maternal, perinatal and nutritional conditions",Infectious and parasitic diseases,5
1680,Guatemala,2019,"Communicable, maternal, perinatal and nutritional conditions",Respiratory Infectious ,9.3
1681,Guatemala,2019,"Communicable, maternal, perinatal and nutritional conditions",Maternal conditions,0.5
1682,Guatemala,2019,"Communicable, maternal, perinatal and nutritional conditions",Neonatal conditions,4.4
1683,Guatemala,2019,"Communicable, maternal, perinatal and nutritional conditions",Nutritional deficiencies,2.1
1685,Guatemala,2019,Noncommunicable diseases,Malignant neoplasms,9.4
1686,Guatemala,2019,Noncommunicable diseases,Other neoplasms,0.0
1687,Guatemala,2019,Noncommunicable diseases,Diabetes mellitus,6.9
1688,Guatemala,2019,Noncommunicable diseases,"Endocrine, blood, immune disorders",0.5
1689,Guatemala,2019,Noncommunicable diseases,Mental and substance use disorders,2.1
1690,Guatemala,2019,Noncommunicable diseases,Neurological conditions,2.9
1691,Guatemala,2019,Noncommunicable diseases,Sense organ diseases,0.0
1692,Guatemala,2019,Noncommunicable diseases,Cardiovascular diseases,16.5
1693,Guatemala,2019,Noncommunicable diseases,Respiratory diseases,2.6
1694,Guatemala,2019,Noncommunicable diseases,Digestive diseases,8.8
1695,Guatemala,2019,Noncommunicable diseases,Genitourinary diseases,6.7
1696,Guatemala,2019,Noncommunicable diseases,Skin diseases,0.2
1697,Guatemala,2019,Noncommunicable diseases,Musculoskeletal diseases,0.2
1698,Guatemala,2019,Noncommunicable diseases,Congenital anomalies,1.5
1699,Guatemala,2019,Noncommunicable diseases,Oral conditions,0.0
1700,Guinea,2019,All Causes,"Communicable, maternal, perinatal and nutritional conditions",62.6
1701,Guinea,2019,All Causes,Noncommunicable diseases,36
1702,Guinea,2019,All Causes,Injuries,9.5
1704,Guinea,2019,"Communicable, maternal, perinatal and nutritional conditions",Infectious and parasitic diseases,34.7
1705,Guinea,2019,"Communicable, maternal, perinatal and nutritional conditions",Respiratory Infectious ,12.8
1706,Guinea,2019,"Communicable, maternal, perinatal and nutritional conditions",Maternal conditions,1.8
1707,Guinea,2019,"Communicable, maternal, perinatal and nutritional conditions",Neonatal conditions,12.2
1708,Guinea,2019,"Communicable, maternal, perinatal and nutritional conditions",Nutritional deficiencies,1.1
1710,Guinea,2019,Noncommunicable diseases,Malignant neoplasms,5.2
1711,Guinea,2019,Noncommunicable diseases,Other neoplasms,0.0
1712,Guinea,2019,Noncommunicable diseases,Diabetes mellitus,2.1
1713,Guinea,2019,Noncommunicable diseases,"Endocrine, blood, immune disorders",1.1
1714,Guinea,2019,Noncommunicable diseases,Mental and substance use disorders,0.3
1715,Guinea,2019,Noncommunicable diseases,Neurological conditions,1.3
1716,Guinea,2019,Noncommunicable diseases,Sense organ diseases,0.0
1717,Guinea,2019,Noncommunicable diseases,Cardiovascular diseases,14.4
1718,Guinea,2019,Noncommunicable diseases,Respiratory diseases,2.7
1719,Guinea,2019,Noncommunicable diseases,Digestive diseases,4.1
1720,Guinea,2019,Noncommunicable diseases,Genitourinary diseases,2.3
1721,Guinea,2019,Noncommunicable diseases,Skin diseases,0.1
1722,Guinea,2019,Noncommunicable diseases,Musculoskeletal diseases,0.1
1723,Guinea,2019,Noncommunicable diseases,Congenital anomalies,2.2
1724,Guinea,2019,Noncommunicable diseases,Oral conditions,0.0
1725,Guinea-Bissau,2019,All Causes,"Communicable, maternal, perinatal and nutritional conditions",9.3
1726,Guinea-Bissau,2019,All Causes,Noncommunicable diseases,5.4
1727,Guinea-Bissau,2019,All Causes,Injuries,1.5
1729,Guinea-Bissau,2019,"Communicable, maternal, perinatal and nutritional conditions",Infectious and parasitic diseases,5.5
1730,Guinea-Bissau,2019,"Communicable, maternal, perinatal and nutritional conditions",Respiratory Infectious ,1.4
1731,Guinea-Bissau,2019,"Communicable, maternal, perinatal and nutritional conditions",Maternal conditions,0.3
1732,Guinea-Bissau,2019,"Communicable, maternal, perinatal and nutritional conditions",Neonatal conditions,2
1733,Guinea-Bissau,2019,"Communicable, maternal, perinatal and nutritional conditions",Nutritional deficiencies,0.1
1735,Guinea-Bissau,2019,Noncommunicable diseases,Malignant neoplasms,0.8
1736,Guinea-Bissau,2019,Noncommunicable diseases,Other neoplasms,0.0
1737,Guinea-Bissau,2019,Noncommunicable diseases,Diabetes mellitus,0.3
1738,Guinea-Bissau,2019,Noncommunicable diseases,"Endocrine, blood, immune disorders",0.2
1739,Guinea-Bissau,2019,Noncommunicable diseases,Mental and substance use disorders,0.0
1740,Guinea-Bissau,2019,Noncommunicable diseases,Neurological conditions,0.2
1741,Guinea-Bissau,2019,Noncommunicable diseases,Sense organ diseases,0.0
1742,Guinea-Bissau,2019,Noncommunicable diseases,Cardiovascular diseases,2.1
1743,Guinea-Bissau,2019,Noncommunicable diseases,Respiratory diseases,0.4
1744,Guinea-Bissau,2019,Noncommunicable diseases,Digestive diseases,0.7
1745,Guinea-Bissau,2019,Noncommunicable diseases,Genitourinary diseases,0.3
1746,Guinea-Bissau,2019,Noncommunicable diseases,Skin diseases,0.0
1747,Guinea-Bissau,2019,Noncommunicable diseases,Musculoskeletal diseases,0.0
1748,Guinea-Bissau,2019,Noncommunicable diseases,Congenital anomalies,0.4
1749,Guinea-Bissau,2019,Noncommunicable diseases,Oral conditions,0.0
1750,Guyana,2019,All Causes,"Communicable, maternal, perinatal and nutritional conditions",1.4
1751,Guyana,2019,All Causes,Noncommunicable diseases,5.6
1752,Guyana,2019,All Causes,Injuries,1
1754,Guyana,2019,"Communicable, maternal, perinatal and nutritional conditions",Infectious and parasitic diseases,0.7
1755,Guyana,2019,"Communicable, maternal, perinatal and nutritional conditions",Respiratory Infectious ,0.3
1756,Guyana,2019,"Communicable, maternal, perinatal and nutritional conditions",Maternal conditions,0.0
1757,Guyana,2019,"Communicable, maternal, perinatal and nutritional conditions",Neonatal conditions,0.2
1758,Guyana,2019,"Communicable, maternal, perinatal and nutritional conditions",Nutritional deficiencies,0.1
1760,Guyana,2019,Noncommunicable diseases,Malignant neoplasms,0.7
1761,Guyana,2019,Noncommunicable diseases,Other neoplasms,0.0
1762,Guyana,2019,Noncommunicable diseases,Diabetes mellitus,0.6
1763,Guyana,2019,Noncommunicable diseases,"Endocrine, blood, immune disorders",0.2
1764,Guyana,2019,Noncommunicable diseases,Mental and substance use disorders,0.0
1765,Guyana,2019,Noncommunicable diseases,Neurological conditions,0.1
1766,Guyana,2019,Noncommunicable diseases,Sense organ diseases,0.0
1767,Guyana,2019,Noncommunicable diseases,Cardiovascular diseases,3
1768,Guyana,2019,Noncommunicable diseases,Respiratory diseases,0.3
1769,Guyana,2019,Noncommunicable diseases,Digestive diseases,0.4
1770,Guyana,2019,Noncommunicable diseases,Genitourinary diseases,0.3
1771,Guyana,2019,Noncommunicable diseases,Skin diseases,0.0
1772,Guyana,2019,Noncommunicable diseases,Musculoskeletal diseases,0.0
1773,Guyana,2019,Noncommunicable diseases,Congenital anomalies,0.1
1774,Guyana,2019,Noncommunicable diseases,Oral conditions,0.0
1775,Haiti,2019,All Causes,"Communicable, maternal, perinatal and nutritional conditions",24
1776,Haiti,2019,All Causes,Noncommunicable diseases,62.9
1777,Haiti,2019,All Causes,Injuries,10.3
1779,Haiti,2019,"Communicable, maternal, perinatal and nutritional conditions",Infectious and parasitic diseases,8.6
1780,Haiti,2019,"Communicable, maternal, perinatal and nutritional conditions",Respiratory Infectious ,7.1
1781,Haiti,2019,"Communicable, maternal, perinatal and nutritional conditions",Maternal conditions,1.3
1782,Haiti,2019,"Communicable, maternal, perinatal and nutritional conditions",Neonatal conditions,6.1
1783,Haiti,2019,"Communicable, maternal, perinatal and nutritional conditions",Nutritional deficiencies,0.8
1785,Haiti,2019,Noncommunicable diseases,Malignant neoplasms,9.2
1786,Haiti,2019,Noncommunicable diseases,Other neoplasms,0.0
1787,Haiti,2019,Noncommunicable diseases,Diabetes mellitus,5
1788,Haiti,2019,Noncommunicable diseases,"Endocrine, blood, immune disorders",1
1789,Haiti,2019,Noncommunicable diseases,Mental and substance use disorders,0.6
1790,Haiti,2019,Noncommunicable diseases,Neurological conditions,1.9
1791,Haiti,2019,Noncommunicable diseases,Sense organ diseases,0.0
1792,Haiti,2019,Noncommunicable diseases,Cardiovascular diseases,31.1
1793,Haiti,2019,Noncommunicable diseases,Respiratory diseases,3.8
1794,Haiti,2019,Noncommunicable diseases,Digestive diseases,4.8
1795,Haiti,2019,Noncommunicable diseases,Genitourinary diseases,3.1
1796,Haiti,2019,Noncommunicable diseases,Skin diseases,0.4
1797,Haiti,2019,Noncommunicable diseases,Musculoskeletal diseases,0.2
1798,Haiti,2019,Noncommunicable diseases,Congenital anomalies,1.8
1799,Haiti,2019,Noncommunicable diseases,Oral conditions,0.0
1800,Honduras,2019,All Causes,"Communicable, maternal, perinatal and nutritional conditions",5.9
1801,Honduras,2019,All Causes,Noncommunicable diseases,39.3
1802,Honduras,2019,All Causes,Injuries,9.8
1804,Honduras,2019,"Communicable, maternal, perinatal and nutritional conditions",Infectious and parasitic diseases,2.8
1805,Honduras,2019,"Communicable, maternal, perinatal and nutritional conditions",Respiratory Infectious ,1.3
1806,Honduras,2019,"Communicable, maternal, perinatal and nutritional conditions",Maternal conditions,0.1
1807,Honduras,2019,"Communicable, maternal, perinatal and nutritional conditions",Neonatal conditions,1.5
1808,Honduras,2019,"Communicable, maternal, perinatal and nutritional conditions",Nutritional deficiencies,0.2
1810,Honduras,2019,Noncommunicable diseases,Malignant neoplasms,6.1
1811,Honduras,2019,Noncommunicable diseases,Other neoplasms,0.0
1812,Honduras,2019,Noncommunicable diseases,Diabetes mellitus,1.1
1813,Honduras,2019,Noncommunicable diseases,"Endocrine, blood, immune disorders",0.3
1814,Honduras,2019,Noncommunicable diseases,Mental and substance use disorders,0.4
1815,Honduras,2019,Noncommunicable diseases,Neurological conditions,2.1
1816,Honduras,2019,Noncommunicable diseases,Sense organ diseases,0.0
1817,Honduras,2019,Noncommunicable diseases,Cardiovascular diseases,15.8
1818,Honduras,2019,Noncommunicable diseases,Respiratory diseases,3.6
1819,Honduras,2019,Noncommunicable diseases,Digestive diseases,5.3
1820,Honduras,2019,Noncommunicable diseases,Genitourinary diseases,3.3
1821,Honduras,2019,Noncommunicable diseases,Skin diseases,0.2
1822,Honduras,2019,Noncommunicable diseases,Musculoskeletal diseases,0.2
1823,Honduras,2019,Noncommunicable diseases,Congenital anomalies,0.8
1824,Honduras,2019,Noncommunicable diseases,Oral conditions,0.0
1825,Hungary,2019,All Causes,"Communicable, maternal, perinatal and nutritional conditions",2.5
1826,Hungary,2019,All Causes,Noncommunicable diseases,119.5
1827,Hungary,2019,All Causes,Injuries,5.3
1829,Hungary,2019,"Communicable, maternal, perinatal and nutritional conditions",Infectious and parasitic diseases,0.7
1830,Hungary,2019,"Communicable, maternal, perinatal and nutritional conditions",Respiratory Infectious ,1.5
1831,Hungary,2019,"Communicable, maternal, perinatal and nutritional conditions",Maternal conditions,0.0
1832,Hungary,2019,"Communicable, maternal, perinatal and nutritional conditions",Neonatal conditions,0.2
1833,Hungary,2019,"Communicable, maternal, perinatal and nutritional conditions",Nutritional deficiencies,0.1
1835,Hungary,2019,Noncommunicable diseases,Malignant neoplasms,31.7
1836,Hungary,2019,Noncommunicable diseases,Other neoplasms,0.6
1837,Hungary,2019,Noncommunicable diseases,Diabetes mellitus,2.5
1838,Hungary,2019,Noncommunicable diseases,"Endocrine, blood, immune disorders",0.6
1839,Hungary,2019,Noncommunicable diseases,Mental and substance use disorders,0.8
1840,Hungary,2019,Noncommunicable diseases,Neurological conditions,5.8
1841,Hungary,2019,Noncommunicable diseases,Sense organ diseases,0.0
1842,Hungary,2019,Noncommunicable diseases,Cardiovascular diseases,62.1
1843,Hungary,2019,Noncommunicable diseases,Respiratory diseases,7
1844,Hungary,2019,Noncommunicable diseases,Digestive diseases,6.3
1845,Hungary,2019,Noncommunicable diseases,Genitourinary diseases,1.4
1846,Hungary,2019,Noncommunicable diseases,Skin diseases,0.1
1847,Hungary,2019,Noncommunicable diseases,Musculoskeletal diseases,0.4
1848,Hungary,2019,Noncommunicable diseases,Congenital anomalies,0.3
1849,Hungary,2019,Noncommunicable diseases,Oral conditions,0.0
1850,Iceland,2019,All Causes,"Communicable, maternal, perinatal and nutritional conditions",0.1
1851,Iceland,2019,All Causes,Noncommunicable diseases,2.1
1852,Iceland,2019,All Causes,Injuries,0.1
1854,Iceland,2019,"Communicable, maternal, perinatal and nutritional conditions",Infectious and parasitic diseases,0.0
1855,Iceland,2019,"Communicable, maternal, perinatal and nutritional conditions",Respiratory Infectious ,0.1
1856,Iceland,2019,"Communicable, maternal, perinatal and nutritional conditions",Maternal conditions,0.0
1857,Iceland,2019,"Communicable, maternal, perinatal and nutritional conditions",Neonatal conditions,0.0
1858,Iceland,2019,"Communicable, maternal, perinatal and nutritional conditions",Nutritional deficiencies,0.0
1860,Iceland,2019,Noncommunicable diseases,Malignant neoplasms,0.6
1861,Iceland,2019,Noncommunicable diseases,Other neoplasms,0.0
1862,Iceland,2019,Noncommunicable diseases,Diabetes mellitus,0.0
